gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
Male,1,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),83.93,917.16
Female,1,No,No,13,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.63,4249.3
Male,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.79,665.94
Female,1,Yes,No,17,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.96,545.8
Female,0,Yes,Yes,66,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),47.92,3374.98
Male,0,No,No,22,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,62.09,4502.1
Male,0,Yes,No,61,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.92,4747.85
Female,0,No,Yes,11,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,24.84,1588.53
Male,0,Yes,Yes,48,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),29.47,71.38
Male,1,No,No,61,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,111.78,7839.07
Male,1,No,Yes,20,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,74.22,1812.19
Male,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,86.2,3035.32
Female,0,No,Yes,41,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),56.94,6159.48
Female,1,No,Yes,4,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,82.66,6526.29
Female,1,Yes,No,40,No,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,82.51,2604.34
Male,1,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),94.78,498.98
Male,1,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),36.76,5916.2
Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),73.44,3150.53
Male,0,Yes,Yes,48,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),72.29,1499.81
Male,0,No,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.33,6288.67
Male,0,Yes,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.5,4261.64
Male,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,43.0,5349.81
Male,1,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),115.31,6190.93
Female,0,No,No,64,No,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),82.12,7998.89
Male,1,No,Yes,38,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.58,7950.29
Male,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,37.03,3850.15
Male,1,No,No,40,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,19.26,4879.3
Male,1,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),75.96,5961.88
Male,0,Yes,No,39,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.52,5375.81
Male,0,No,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),110.99,346.84
Male,1,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.03,2128.86
Female,0,Yes,Yes,40,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,109.45,2803.06
Male,0,No,No,59,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.5,3763.07
Female,1,Yes,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),52.74,5771.8
Male,1,No,Yes,34,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,97.08,6350.42
Female,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,23.39,1162.58
Female,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,111.16,1426.46
Male,1,No,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),58.74,978.55
Male,0,No,No,31,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),20.88,2441.08
Female,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,39.32,5084.18
Male,1,No,Yes,49,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),113.35,7764.76
Male,1,Yes,No,27,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),80.05,2263.75
Female,1,No,Yes,29,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,40.3,2135.72
Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),52.38,153.26
Male,1,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,108.71,2441.1
Female,0,No,Yes,16,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),20.15,1815.79
Male,1,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,97.71,1351.4
Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),49.09,4280.7
Male,1,Yes,No,55,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),20.17,2228.21
Female,0,No,Yes,16,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),76.26,1077.92
Male,0,No,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,59.03,3127.69
Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,97.1,4186.38
Male,1,Yes,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),61.52,7364.96
Female,0,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.34,3969.94
Female,0,No,No,54,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,82.05,6277.41
Male,1,No,No,16,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,53.72,1480.21
Female,1,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,114.75,3870.94
Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.32,6179.25
Female,1,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,115.67,1411.34
Female,1,Yes,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,99.37,817.24
Female,0,Yes,Yes,26,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),113.63,2821.02
Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,117.93,6475.41
Male,1,No,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),96.79,6627.62
Female,1,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,78.21,6418.63
Male,1,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,56.61,2180.58
Female,0,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),104.43,7839.6
Female,0,No,Yes,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.38,2901.53
Female,0,No,Yes,29,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.83,4129.82
Male,1,No,Yes,38,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),91.25,5354.36
Male,1,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),100.21,5835.81
Male,1,No,No,14,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),19.93,421.52
Male,1,No,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,111.93,2269.65
Male,1,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),119.45,7049.22
Female,0,Yes,Yes,58,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.4,5009.43
Male,1,No,Yes,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,119.03,3934.99
Female,0,Yes,No,55,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),66.01,5415.6
Male,0,No,No,45,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),43.09,4738.92
Female,0,No,Yes,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),99.89,2009.26
Female,1,No,No,17,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),64.9,2393.68
Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),67.71,6714.88
Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),103.34,453.91
Female,0,No,No,19,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.2,5731.48
Female,1,Yes,No,57,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),113.88,783.93
Female,1,Yes,No,39,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,91.31,4058.29
Female,0,Yes,No,34,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),51.0,5566.93
Male,0,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),59.29,6242.4
Female,1,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,74.4,5831.17
Female,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),83.3,3659.09
Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,51.23,346.07
Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,114.34,6241.59
Female,1,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),32.93,3410.73
Female,1,Yes,Yes,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),83.06,6911.15
Female,0,No,Yes,61,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,57.89,7707.45
Male,0,No,No,16,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),50.9,6293.22
Female,1,Yes,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,85.58,469.42
Male,1,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),106.35,1156.03
Male,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),67.46,1704.12
Female,0,No,No,38,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.23,1478.93
Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),106.99,7570.16
Female,0,Yes,No,12,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,113.69,7184.79
Male,0,No,Yes,70,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,40.87,5344.92
Female,1,Yes,No,62,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),85.86,5210.57
Male,1,No,No,2,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),93.21,4878.55
Female,1,No,Yes,32,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,69.03,7323.94
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),62.15,6933.32
Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,104.46,2639.82
Male,0,Yes,No,65,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),67.85,3022.5
Male,0,Yes,No,24,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,53.35,4655.18
Female,1,Yes,Yes,33,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,113.08,2732.51
Female,1,Yes,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,101.97,848.97
Male,1,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,20.84,1225.12
Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.72,5719.45
Male,0,Yes,Yes,34,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,45.03,1465.84
Female,0,No,Yes,31,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),112.75,7636.28
Female,1,No,No,57,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,104.62,7100.5
Male,0,No,Yes,17,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,63.54,7191.1
Female,0,No,No,27,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),51.37,1771.5
Male,1,No,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),27.19,6284.87
Female,1,No,No,20,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,72.36,2078.01
Female,1,Yes,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),23.06,2595.32
Male,1,Yes,No,45,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),113.96,7932.78
Male,1,No,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,28.63,2358.23
Male,1,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,52.85,2435.37
Male,1,Yes,Yes,60,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),117.5,5457.32
Female,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.47,1580.54
Female,1,No,Yes,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,54.49,1911.92
Female,0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),109.13,4332.43
Male,0,No,Yes,58,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,112.66,1842.98
Male,1,Yes,No,21,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.41,1383.43
Female,1,No,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,101.18,6391.57
Male,0,Yes,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),106.79,4043.68
Male,1,No,Yes,62,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),113.35,7413.71
Male,1,Yes,No,32,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,19.46,2753.43
Female,0,No,No,40,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),83.86,4342.89
Male,1,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),82.43,816.76
Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,112.97,6245.7
Male,1,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,92.82,2535.66
Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,77.83,2571.39
Female,1,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,78.14,7332.79
Female,1,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.14,3682.23
Male,0,No,Yes,4,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),96.34,1622.12
Female,0,Yes,Yes,50,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.58,2423.56
Female,0,Yes,Yes,25,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),35.55,4299.01
Female,1,No,No,17,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),40.62,5757.79
Male,0,No,No,65,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),54.55,6547.48
Female,1,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),84.99,1558.21
Male,1,No,Yes,48,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,104.71,829.48
Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),57.78,3718.16
Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,49.97,7673.32
Male,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,85.15,7265.98
Male,0,No,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.88,452.72
Male,1,No,Yes,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,107.07,917.81
Male,0,No,Yes,63,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,33.22,4879.54
Male,1,No,Yes,26,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,102.21,7862.9
Female,1,No,No,55,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,67.59,3420.26
Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),50.18,523.9
Male,1,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,97.53,4051.69
Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,115.95,5204.31
Male,1,Yes,Yes,5,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),94.92,2419.9
Female,1,Yes,Yes,42,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,26.88,7759.22
Male,1,Yes,Yes,14,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,79.87,2359.06
Male,0,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),80.95,2260.99
Male,0,Yes,No,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),28.97,4794.12
Male,1,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,46.49,6607.78
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,27.67,4195.54
Female,0,No,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,69.16,770.63
Male,1,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),40.01,4567.75
Male,1,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,85.67,3184.74
Female,0,Yes,Yes,35,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.13,4465.43
Female,1,No,No,59,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.81,6616.82
Male,0,No,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.8,2653.79
Male,0,Yes,Yes,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),116.23,6091.67
Male,1,Yes,Yes,16,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),78.09,1993.23
Male,1,Yes,Yes,10,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Mailed check,78.43,6791.68
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,43.56,6762.83
Female,1,No,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),79.69,5105.69
Male,1,No,Yes,40,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),92.53,4321.23
Female,0,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),102.17,1561.21
Female,0,No,No,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.77,4895.93
Male,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,28.67,6312.04
Male,0,No,No,21,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.96,424.48
Male,1,No,No,7,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,54.85,4663.07
Male,1,No,No,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,83.2,2812.61
Female,1,No,No,50,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),23.75,7243.44
Female,0,Yes,Yes,52,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),51.34,7426.76
Female,0,No,No,28,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),29.6,7424.72
Female,1,Yes,No,34,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,86.89,2172.4
Female,1,No,Yes,58,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),109.35,6209.17
Male,1,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,68.74,7709.91
Female,1,No,Yes,47,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,79.31,4270.98
Female,0,No,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,86.59,3390.09
Female,1,No,Yes,39,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.22,1502.16
Male,1,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.51,2835.44
Male,0,Yes,No,31,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.61,702.98
Male,1,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),104.51,4234.11
Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),77.19,2679.07
